document_id,bid_id,tender_id,vendor_id,author_matches_vendor_flag,creation_after_deadline_flag,modified_after_submission_flag,flesch_reading_ease,ai_generated_text_score,citation_verifiable_ratio,metadata_missing_flag,fraud_tag
D-000327,B-000327,T-00080,V-0136,True,False,False,25.2,0.338,0.91,False,none
D-000328,B-000328,T-00080,V-0236,True,False,False,58.6,0.588,0.87,True,none
D-000329,B-000329,T-00081,V-0243,True,False,False,22.0,0.26,0.93,False,none
D-000330,B-000330,T-00081,V-0476,True,False,False,71.5,0.221,0.98,False,none
D-000331,B-000331,T-00081,V-0285,True,False,False,21.7,0.061,0.85,False,none
D-000332,B-000332,T-00081,V-0006,True,False,False,46.7,0.228,0.94,False,none
D-000333,B-000333,T-00081,V-0175,True,False,False,22.9,0.135,0.94,False,none
D-000334,B-000334,T-00082,V-0495,True,False,False,77.4,0.234,0.99,False,none
D-000335,B-000335,T-00082,V-0040,True,False,False,40.1,0.457,0.94,False,none
D-000336,B-000336,T-00082,V-0323,True,False,False,29.1,0.117,0.9,False,none
D-000337,B-000337,T-00082,V-0249,True,False,False,54.5,0.224,0.98,False,none
D-000338,B-000338,T-00082,V-0287,True,False,False,53.5,0.135,1.0,False,none
D-000339,B-000339,T-00082,V-0176,True,False,False,40.9,0.63,0.86,False,none
D-000340,B-000340,T-00083,V-0192,True,False,False,45.9,0.16,0.89,False,none
D-000341,B-000341,T-00083,V-0471,True,False,False,60.4,0.186,0.86,False,none
D-000342,B-000342,T-00083,V-0275,True,False,False,28.3,0.136,0.88,False,none
D-000343,B-000343,T-00084,V-0442,True,False,False,48.1,0.262,0.93,False,none
D-000344,B-000344,T-00084,V-0081,True,False,False,37.9,0.212,0.98,False,none
D-000345,B-000345,T-00084,V-0392,True,False,False,15.7,0.168,0.94,False,none
D-000346,B-000346,T-00085,V-0340,True,False,False,56.9,0.224,0.96,False,none
D-000347,B-000347,T-00085,V-0452,True,False,False,27.5,0.178,0.92,False,none
D-000348,B-000348,T-00086,V-0146,True,False,False,54.7,0.22,0.99,False,none
D-000349,B-000349,T-00086,V-0422,True,False,False,47.0,0.149,0.91,False,none
D-000350,B-000350,T-00086,V-0473,True,False,False,17.3,0.445,0.92,False,none
D-000351,B-000351,T-00086,V-0230,True,False,False,44.5,0.071,0.96,False,none
D-000352,B-000352,T-00086,V-0080,True,False,False,37.3,0.104,0.89,False,none
D-000353,B-000353,T-00087,V-0312,True,False,False,56.3,0.255,0.92,False,none
D-000354,B-000354,T-00087,V-0317,True,False,False,40.2,0.039,0.86,False,none
D-000355,B-000355,T-00087,V-0257,True,False,False,53.9,0.186,0.96,False,none
D-000356,B-000356,T-00088,V-0011,True,False,False,31.3,0.121,0.93,False,none
D-000357,B-000357,T-00088,V-0380,True,False,False,34.8,0.089,0.99,False,none
D-000358,B-000358,T-00088,V-0307,True,False,False,54.3,0.052,0.91,False,none
D-000359,B-000359,T-00088,V-0452,True,False,False,45.3,0.22,0.9,False,none
D-000360,B-000360,T-00089,V-0457,True,False,False,50.2,0.349,0.92,False,none
D-000361,B-000361,T-00089,V-0015,True,False,False,38.2,0.134,0.88,False,none
D-000362,B-000362,T-00090,V-0498,True,False,False,13.8,0.386,0.94,False,none
D-000363,B-000363,T-00090,V-0236,True,False,False,44.6,0.367,0.88,False,none
D-000364,B-000364,T-00090,V-0256,True,False,False,35.7,0.339,0.88,False,none
D-000365,B-000365,T-00091,V-0443,True,False,False,38.3,0.176,0.92,True,none
D-000366,B-000366,T-00091,V-0266,True,False,False,36.7,0.617,0.85,False,none
D-000367,B-000367,T-00091,V-0240,True,False,False,41.3,0.38,0.99,False,none
D-000368,B-000368,T-00091,V-0441,True,False,False,55.2,0.204,0.85,False,none
D-000369,B-000369,T-00091,V-0197,True,False,False,47.8,0.058,0.97,False,none
D-000370,B-000370,T-00092,V-0186,True,False,False,43.1,0.277,0.86,False,none
D-000371,B-000371,T-00092,V-0204,True,False,False,32.3,0.34,1.0,False,none
D-000372,B-000372,T-00093,V-0369,True,False,False,41.9,0.108,0.96,False,none
D-000373,B-000373,T-00093,V-0086,True,False,False,61.6,0.164,0.88,False,none
D-000374,B-000374,T-00094,V-0168,True,False,False,42.2,0.005,0.99,False,none
D-000375,B-000375,T-00094,V-0328,True,False,False,68.1,0.134,0.9,False,none
D-000376,B-000376,T-00095,V-0169,True,False,False,45.6,0.281,0.98,False,none
D-000377,B-000377,T-00095,V-0403,True,False,False,58.1,0.129,0.86,False,none
D-000378,B-000378,T-00095,V-0230,True,False,False,47.5,0.013,0.89,False,none
D-000379,B-000379,T-00095,V-0358,True,False,False,66.2,0.211,0.9,False,none
D-000380,B-000380,T-00095,V-0132,True,False,False,59.6,0.243,0.86,False,none
D-000381,B-000381,T-00096,V-0344,True,False,False,46.9,0.37,0.89,False,none
D-000382,B-000382,T-00096,V-0150,True,False,False,37.6,0.126,0.87,False,none
D-000383,B-000383,T-00096,V-0079,True,False,False,42.8,0.173,0.95,False,none
D-000384,B-000384,T-00096,V-0380,True,False,False,25.4,0.178,0.98,False,none
D-000385,B-000385,T-00096,V-0412,True,False,False,60.3,0.049,0.94,False,none
D-000386,B-000386,T-00097,V-0207,True,False,False,35.9,0.187,0.92,False,none
D-000387,B-000387,T-00097,V-0244,True,False,False,58.8,0.138,0.86,False,none
D-000388,B-000388,T-00097,V-0316,True,False,False,43.0,0.239,0.96,False,none
D-000389,B-000389,T-00097,V-0460,True,False,False,24.8,0.356,0.91,False,none
D-000390,B-000390,T-00097,V-0087,True,False,False,53.3,0.289,0.88,False,none
D-000391,B-000391,T-00097,V-0497,True,False,False,40.7,0.256,0.9,False,none
D-000392,B-000392,T-00098,V-0142,True,False,False,58.8,0.442,0.88,False,none
D-000393,B-000393,T-00098,V-0311,True,False,False,36.4,0.174,0.98,False,none
D-000394,B-000394,T-00098,V-0398,True,False,False,35.8,0.372,0.98,False,none
D-000395,B-000395,T-00099,V-0459,True,False,False,41.9,0.214,0.99,False,none
D-000396,B-000396,T-00099,V-0116,True,False,False,51.7,0.373,0.99,False,none
D-000397,B-000397,T-00099,V-0379,True,False,False,41.4,0.328,0.9,False,none
D-000398,B-000398,T-00099,V-0103,True,False,False,65.0,0.105,0.98,False,none
D-000399,B-000399,T-00099,V-0186,True,False,False,58.8,0.343,0.9,False,none
D-000400,B-000400,T-00099,V-0340,True,False,False,59.3,0.179,0.93,False,none
D-000401,B-000401,T-00100,V-0353,True,False,False,48.2,0.059,0.9,False,none
D-000402,B-000402,T-00100,V-0479,True,False,False,48.9,0.169,0.99,False,none
D-000403,B-000403,T-00100,V-0333,True,False,False,47.4,0.134,0.87,False,none
D-000404,B-000404,T-00101,V-0463,True,False,False,60.3,0.105,0.99,False,none
D-000405,B-000405,T-00101,V-0462,True,False,False,37.9,0.041,0.94,False,none
D-000406,B-000406,T-00102,V-0244,True,False,False,50.7,0.138,0.91,False,none
D-000407,B-000407,T-00102,V-0237,True,False,False,34.5,0.077,0.95,False,none
D-000408,B-000408,T-00102,V-0050,True,False,False,58.1,0.301,0.98,True,none
D-000409,B-000409,T-00102,V-0274,True,False,False,46.4,0.018,0.86,False,none
D-000410,B-000410,T-00102,V-0451,True,False,False,42.2,0.369,0.87,False,none
D-000411,B-000411,T-00102,V-0400,True,False,False,32.2,0.059,0.93,False,none
D-000412,B-000412,T-00103,V-0398,True,False,False,63.2,0.111,0.9,False,none
D-000413,B-000413,T-00103,V-0329,True,False,False,41.7,0.25,0.89,False,none
D-000414,B-000414,T-00103,V-0099,True,False,False,49.0,0.269,0.93,False,none
D-000415,B-000415,T-00103,V-0301,True,False,False,48.5,0.414,0.85,False,none
D-000416,B-000416,T-00103,V-0412,True,False,False,67.3,0.033,0.92,False,none
D-000417,B-000417,T-00104,V-0127,True,False,False,54.4,0.08,0.85,False,none
D-000418,B-000418,T-00104,V-0174,True,False,False,54.3,0.176,0.89,False,none
D-000419,B-000419,T-00104,V-0140,True,False,False,42.9,0.432,0.9,False,none
D-000420,B-000420,T-00104,V-0347,True,False,False,48.6,0.213,0.95,False,none
D-000421,B-000421,T-00104,V-0287,True,False,False,36.5,0.13,0.91,False,none
D-000422,B-000422,T-00104,V-0257,True,False,False,41.7,0.094,0.95,False,none
D-000423,B-000423,T-00105,V-0421,True,False,False,31.0,0.244,0.93,True,none
D-000424,B-000424,T-00105,V-0093,True,False,False,52.6,0.093,0.99,False,none
D-000425,B-000425,T-00105,V-0099,True,False,False,49.3,0.18,0.85,False,none
D-000426,B-000426,T-00105,V-0398,True,False,False,45.8,0.22,0.95,False,none
D-000427,B-000427,T-00105,V-0055,True,False,False,30.3,0.389,0.94,False,none
D-000428,B-000428,T-00105,V-0390,True,False,False,49.0,0.166,0.92,False,none
D-000429,B-000429,T-00106,V-0339,True,False,False,63.1,0.057,0.91,False,none
D-000430,B-000430,T-00106,V-0080,True,False,False,53.6,0.284,0.98,False,none
D-000431,B-000431,T-00106,V-0166,True,False,False,39.9,0.083,0.91,False,none
D-000432,B-000432,T-00106,V-0489,True,False,False,21.0,0.195,0.96,False,none
D-000433,B-000433,T-00106,V-0264,True,False,False,61.7,0.136,0.93,False,none
D-000434,B-000434,T-00106,V-0242,True,False,False,34.8,0.303,0.88,False,none
D-000435,B-000435,T-00107,V-0390,True,False,False,44.1,0.16,0.9,False,none
D-000436,B-000436,T-00107,V-0481,True,False,False,37.2,0.331,0.98,False,none
D-000437,B-000437,T-00108,V-0036,True,False,False,41.5,0.265,0.89,False,bid_rigging
D-000438,B-000438,T-00108,V-0058,True,False,False,41.8,0.126,0.96,False,bid_rigging
D-000439,B-000439,T-00108,V-0099,True,False,True,48.7,0.272,0.86,False,bid_rigging
D-000440,B-000440,T-00109,V-0082,True,False,False,47.6,0.079,0.89,False,none
D-000441,B-000441,T-00109,V-0166,True,False,False,59.5,0.29,0.85,False,none
D-000442,B-000442,T-00109,V-0370,True,False,False,35.2,0.141,0.92,False,none
D-000443,B-000443,T-00110,V-0030,True,False,False,53.4,0.266,0.85,False,none
D-000444,B-000444,T-00110,V-0051,True,False,False,49.7,0.078,0.91,False,none
D-000445,B-000445,T-00110,V-0028,True,False,False,47.7,0.062,0.93,False,none
D-000446,B-000446,T-00110,V-0327,True,False,False,47.1,0.258,0.94,False,none
D-000447,B-000447,T-00110,V-0175,True,False,False,19.9,0.072,0.86,False,none
D-000448,B-000448,T-00111,V-0045,True,False,False,67.1,0.146,0.98,False,none
D-000449,B-000449,T-00111,V-0224,True,False,False,36.0,0.312,0.91,False,none
D-000450,B-000450,T-00111,V-0125,True,False,False,38.4,0.078,0.9,False,none
D-000451,B-000451,T-00111,V-0167,True,False,False,41.7,0.119,0.87,False,none
D-000452,B-000452,T-00111,V-0293,True,False,False,26.5,0.163,0.96,False,none
D-000453,B-000453,T-00111,V-0279,True,False,False,29.0,0.099,0.99,False,none
D-000454,B-000454,T-00112,V-0346,True,False,False,44.4,0.097,0.96,False,none
D-000455,B-000455,T-00112,V-0497,True,False,False,26.5,0.102,0.95,False,none
D-000456,B-000456,T-00112,V-0360,True,False,False,39.7,0.287,1.0,False,none
D-000457,B-000457,T-00113,V-0408,True,False,False,43.4,0.126,0.89,False,none
D-000458,B-000458,T-00113,V-0024,True,False,False,64.1,0.206,0.87,False,none
D-000459,B-000459,T-00113,V-0425,True,False,False,57.2,0.15,0.94,False,none
D-000460,B-000460,T-00113,V-0270,True,False,False,58.8,0.009,0.86,False,none
D-000461,B-000461,T-00113,V-0030,True,False,False,42.8,0.098,0.93,False,none
D-000462,B-000462,T-00114,V-0399,True,False,False,53.0,0.059,0.97,False,none
D-000463,B-000463,T-00114,V-0057,True,False,False,35.6,0.15,0.94,False,none
D-000464,B-000464,T-00114,V-0272,True,False,False,42.1,0.156,0.92,False,none
D-000465,B-000465,T-00114,V-0081,True,False,False,36.7,0.322,0.97,False,none
D-000466,B-000466,T-00114,V-0408,True,False,False,27.2,0.121,0.88,False,none
D-000467,B-000467,T-00114,V-0262,True,False,False,41.8,0.317,0.98,False,none
D-000468,B-000468,T-00115,V-0455,True,False,False,36.7,0.164,0.95,False,none
D-000469,B-000469,T-00115,V-0010,True,False,False,32.6,0.331,0.96,True,none
D-000470,B-000470,T-00115,V-0205,True,False,False,51.9,0.334,0.93,False,none
D-000471,B-000471,T-00115,V-0294,True,False,False,30.6,0.287,0.92,False,none
D-000472,B-000472,T-00115,V-0150,True,False,False,24.8,0.149,0.93,False,none
D-000473,B-000473,T-00116,V-0457,True,False,False,37.2,0.152,0.9,False,none
D-000474,B-000474,T-00116,V-0450,True,False,False,40.8,0.318,0.9,False,none
D-000475,B-000475,T-00116,V-0366,True,False,False,41.3,0.184,0.94,False,none
D-000476,B-000476,T-00116,V-0444,True,False,False,57.3,0.092,0.95,False,none
D-000477,B-000477,T-00117,V-0445,True,False,False,46.4,0.06,0.86,False,none
D-000478,B-000478,T-00117,V-0161,True,False,False,51.5,0.336,0.94,False,none
D-000479,B-000479,T-00117,V-0475,True,False,False,55.0,0.247,0.91,False,none
D-000480,B-000480,T-00117,V-0117,True,False,False,61.5,0.26,0.88,True,none
D-000481,B-000481,T-00118,V-0013,True,False,False,55.0,0.181,0.97,False,none
D-000482,B-000482,T-00118,V-0227,True,False,False,69.2,0.056,0.97,False,none
D-000483,B-000483,T-00118,V-0444,True,False,False,33.7,0.202,0.89,False,none
D-000484,B-000484,T-00118,V-0380,True,False,False,24.5,0.109,0.95,False,none
D-000485,B-000485,T-00118,V-0437,True,False,False,44.5,0.166,0.95,False,none
D-000486,B-000486,T-00119,V-0061,True,False,False,51.9,0.126,0.92,False,none
D-000487,B-000487,T-00119,V-0481,True,False,False,41.5,0.246,0.87,False,none
D-000488,B-000488,T-00119,V-0250,True,False,False,49.1,0.349,0.99,False,none
D-000489,B-000489,T-00120,V-0260,True,False,False,39.2,0.421,0.91,False,none
D-000490,B-000490,T-00120,V-0057,True,False,False,39.5,0.14,0.85,False,none
D-000491,B-000491,T-00120,V-0483,True,False,False,37.0,0.474,0.86,True,none
D-000492,B-000492,T-00120,V-0233,True,False,False,49.7,0.106,0.99,False,none
D-000493,B-000493,T-00121,V-0333,True,False,False,48.1,0.313,0.94,False,none
D-000494,B-000494,T-00121,V-0329,True,False,False,26.6,0.079,0.87,False,none
D-000495,B-000495,T-00122,V-0072,True,False,False,39.3,0.134,0.9,False,none
D-000496,B-000496,T-00122,V-0433,True,False,False,36.1,0.181,1.0,False,none
D-000497,B-000497,T-00123,V-0031,True,False,False,55.6,0.07,0.94,False,none
D-000498,B-000498,T-00123,V-0305,True,False,False,52.5,0.188,0.85,False,none
D-000499,B-000499,T-00124,V-0479,True,False,False,48.2,0.103,0.86,False,none
D-000500,B-000500,T-00124,V-0265,True,False,False,36.6,0.135,0.89,False,none
D-000501,B-000501,T-00124,V-0494,True,False,False,47.2,0.177,0.95,False,none
D-000502,B-000502,T-00125,V-0318,True,False,False,43.4,0.386,0.89,False,none
D-000503,B-000503,T-00125,V-0164,True,False,False,39.7,0.248,0.87,False,none
D-000504,B-000504,T-00125,V-0014,True,False,False,50.8,0.135,0.87,False,none
D-000505,B-000505,T-00125,V-0401,True,False,False,24.9,0.059,0.86,False,none
D-000506,B-000506,T-00126,V-0007,True,False,False,32.2,0.142,0.91,False,none
D-000507,B-000507,T-00126,V-0178,True,False,False,42.0,0.311,0.96,False,none
D-000508,B-000508,T-00127,V-0438,True,False,False,37.1,0.047,0.95,False,none
D-000509,B-000509,T-00127,V-0459,True,False,False,39.8,0.059,0.9,False,none
D-000510,B-000510,T-00127,V-0274,True,False,False,46.0,0.108,0.93,False,none
D-000511,B-000511,T-00127,V-0225,True,False,False,53.4,0.206,0.95,True,none
D-000512,B-000512,T-00127,V-0068,True,False,False,46.9,0.047,0.86,False,none
D-000513,B-000513,T-00128,V-0064,True,False,False,33.1,0.129,0.87,False,none
D-000514,B-000514,T-00128,V-0112,True,False,False,58.6,0.168,0.96,False,none
D-000515,B-000515,T-00128,V-0263,True,False,False,23.8,0.254,0.91,False,none
D-000516,B-000516,T-00129,V-0094,True,False,False,58.2,0.177,0.92,True,none
D-000517,B-000517,T-00129,V-0373,True,False,False,44.0,0.202,0.91,False,none
D-000518,B-000518,T-00129,V-0337,True,False,False,49.1,0.136,0.93,False,none
D-000519,B-000519,T-00129,V-0154,True,False,False,40.1,0.045,0.99,False,none
D-000520,B-000520,T-00130,V-0382,True,False,False,35.6,0.475,0.99,False,none
D-000521,B-000521,T-00130,V-0463,True,False,False,55.5,0.371,0.93,False,none
D-000522,B-000522,T-00131,V-0036,True,False,False,47.3,0.091,0.95,False,bid_rigging
D-000523,B-000523,T-00131,V-0058,True,False,False,43.1,0.276,0.93,False,bid_rigging
D-000524,B-000524,T-00131,V-0099,True,False,False,46.0,0.064,0.85,False,bid_rigging
D-000525,B-000525,T-00132,V-0473,True,False,False,54.0,0.124,0.94,False,none
D-000526,B-000526,T-00132,V-0172,True,False,False,25.2,0.091,0.98,False,none
D-000527,B-000527,T-00132,V-0456,True,False,False,61.0,0.048,0.96,False,none
D-000528,B-000528,T-00132,V-0095,True,False,False,41.5,0.262,0.86,False,none
D-000529,B-000529,T-00132,V-0130,True,False,False,59.7,0.247,0.86,False,none
D-000530,B-000530,T-00132,V-0174,True,False,False,48.8,0.318,0.96,False,none
D-000531,B-000531,T-00133,V-0064,True,False,False,66.0,0.107,0.99,False,none
D-000532,B-000532,T-00133,V-0447,True,False,False,29.6,0.195,0.88,False,none
D-000533,B-000533,T-00133,V-0177,True,False,False,39.3,0.295,0.92,False,none
D-000534,B-000534,T-00133,V-0157,True,False,False,54.3,0.116,0.91,False,none
D-000535,B-000535,T-00134,V-0375,True,False,False,39.9,0.23,0.89,False,none
D-000536,B-000536,T-00134,V-0381,True,False,False,38.9,0.274,0.86,False,none
D-000537,B-000537,T-00134,V-0181,True,False,False,55.6,0.222,0.99,False,none
D-000538,B-000538,T-00135,V-0085,True,False,False,46.4,0.103,0.98,False,none
D-000539,B-000539,T-00135,V-0191,True,False,False,41.8,0.143,0.94,False,none
D-000540,B-000540,T-00135,V-0081,True,False,False,37.4,0.198,0.92,False,none
D-000541,B-000541,T-00135,V-0051,True,False,False,36.7,0.181,0.94,False,none
D-000542,B-000542,T-00135,V-0348,True,False,False,46.0,0.118,0.87,False,none
D-000543,B-000543,T-00135,V-0084,True,False,False,49.5,0.194,0.97,False,none
D-000544,B-000544,T-00136,V-0164,True,False,False,47.8,0.27,0.92,False,none
D-000545,B-000545,T-00136,V-0069,True,False,False,54.0,0.121,0.98,False,none
D-000546,B-000546,T-00136,V-0369,True,False,False,30.0,0.545,0.92,False,none
D-000547,B-000547,T-00136,V-0480,True,False,False,24.9,0.658,0.93,False,none
D-000548,B-000548,T-00136,V-0153,True,False,False,45.4,0.143,0.93,False,none
D-000549,B-000549,T-00137,V-0200,True,False,False,51.3,0.068,0.86,False,none
D-000550,B-000550,T-00137,V-0402,True,False,False,59.3,0.206,0.89,False,none
D-000551,B-000551,T-00137,V-0081,True,False,False,59.1,0.057,0.92,False,none
D-000552,B-000552,T-00138,V-0371,True,False,False,65.0,0.269,0.94,False,none
D-000553,B-000553,T-00138,V-0378,True,False,False,52.0,0.227,0.91,False,none
D-000554,B-000554,T-00139,V-0266,True,False,False,54.9,0.319,0.85,False,none
D-000555,B-000555,T-00139,V-0159,True,False,False,50.4,0.381,0.93,False,none
D-000556,B-000556,T-00140,V-0277,True,False,False,40.1,0.173,0.87,False,none
D-000557,B-000557,T-00140,V-0380,True,False,False,49.2,0.295,0.95,False,none
D-000558,B-000558,T-00141,V-0046,True,False,True,43.2,0.09,0.89,False,bid_rigging
D-000559,B-000559,T-00141,V-0250,True,False,False,39.4,0.067,0.89,False,bid_rigging
D-000560,B-000560,T-00141,V-0264,True,False,True,44.4,0.079,0.92,True,bid_rigging
D-000561,B-000561,T-00142,V-0488,False,False,False,54.0,0.217,0.89,False,shell_company
D-000562,B-000562,T-00142,V-0431,True,False,False,72.4,0.126,0.9,False,none
D-000563,B-000563,T-00142,V-0370,True,False,False,41.0,0.171,0.94,False,none
D-000564,B-000564,T-00143,V-0302,True,False,False,46.1,0.116,0.85,False,none
D-000565,B-000565,T-00143,V-0222,True,False,False,40.4,0.165,0.87,False,none
D-000566,B-000566,T-00143,V-0340,True,False,False,56.2,0.494,0.94,False,none
D-000567,B-000567,T-00144,V-0490,True,False,False,40.9,0.042,0.98,False,shell_company
D-000568,B-000568,T-00144,V-0488,True,False,False,49.0,0.311,1.0,False,none
D-000569,B-000569,T-00144,V-0050,True,False,False,41.3,0.255,0.92,False,none
D-000570,B-000570,T-00144,V-0294,True,False,False,41.3,0.256,0.96,False,none
D-000571,B-000571,T-00145,V-0110,True,False,False,60.2,0.193,0.94,False,none
D-000572,B-000572,T-00145,V-0290,True,False,False,24.7,0.31,0.95,False,none
D-000573,B-000573,T-00146,V-0434,True,False,False,49.9,0.36,0.86,False,none
D-000574,B-000574,T-00146,V-0456,True,False,False,23.1,0.289,1.0,False,none
D-000575,B-000575,T-00146,V-0129,True,False,False,73.8,0.05,0.87,False,none
D-000576,B-000576,T-00146,V-0183,True,False,False,38.4,0.157,0.92,False,none
D-000577,B-000577,T-00146,V-0419,True,False,False,28.1,0.124,0.94,False,none
D-000578,B-000578,T-00147,V-0399,True,False,False,43.3,0.203,0.87,False,none
D-000579,B-000579,T-00147,V-0417,True,False,False,43.1,0.111,0.93,True,none
D-000580,B-000580,T-00147,V-0088,True,False,False,53.1,0.16,0.93,False,none
D-000581,B-000581,T-00147,V-0432,True,False,False,62.4,0.153,0.9,True,none
